Txn_Date,Product_Id,Product_Type,Zip,Total_Sales_sum
2021-08,11,Toys,30083,25.0
2021-09,3,Beds,30064,30.0
2021-09,6,Gates,30085,100.0
2021-09,9,Bowls,30001,20.0
2021-09,4,Kennel,30042,40.0
2021-09,7,Crate,30068,60.0
2021-09,2,Leashes,30067,40.0
2021-09,11,Toys,30066,50.0
2021-09,10,"Grooming Supplies",30023,25.0
2021-09,4,Kennel,30024,40.0
2021-09,12,Collar,30036,10.0
2021-09,8,"Exercise Pen",30069,100.0
2021-09,15,Kennel,30001,80.0
2021-10,21,"Grooming Supplies",30024,25.0
2021-10,17,Gates,30057,100.0
2021-10,8,"Exercise Pen",30060,200.0
2021-10,12,Collar,30009,10.0
2021-10,3,Beds,30011,30.0
2021-10,4,Kennel,30062,80.0
2021-10,10,"Grooming Supplies",30051,75.0
2021-10,2,Leashes,30012,80.0
2021-10,9,Bowls,30044,30.0
2021-10,5,Attire,30025,10.0
2021-10,21,"Grooming Supplies",30052,25.0
2021-10,4,Kennel,30069,40.0
2021-10,6,Gates,30050,100.0
2021-10,3,Beds,30004,60.0
2021-10,13,Leashes,30084,40.0
2021-11,10,"Grooming Supplies",30096,25.0
2021-11,2,Leashes,30056,20.0
2021-11,19,"Exercise Pen",30082,200.0
2021-11,3,Beds,30009,60.0
2021-11,8,"Exercise Pen",30085,100.0
2021-11,11,Toys,30091,25.0
2021-11,12,Collar,30016,10.0
2021-11,3,Beds,30095,30.0
2021-11,12,Collar,30018,20.0
2021-11,10,"Grooming Supplies",30097,50.0
2021-11,4,Kennel,30072,80.0
2021-11,13,Leashes,30013,40.0
2021-12,9,Bowls,30026,20.0
2021-12,8,"Exercise Pen",30075,400.0
2021-12,5,Attire,30049,20.0
2021-12,22,Toys,30041,50.0
2021-12,10,"Grooming Supplies",30064,25.0
2021-12,2,Leashes,30067,40.0
2021-12,16,Attire,30063,20.0
2021-12,1,Collar,30048,20.0
2021-01,7,Crate,30041,540.0
2021-02,7,Crate,30080,240.0
2021-02,3,Beds,30058,150.0
2021-02,18,Crate,30079,60.0
2021-03,11,Toys,30098,75.0
2021-01,18,Crate,30074,180.0
2021-01,22,Toys,30068,50.0
2021-02,11,Toys,30048,100.0
2021-01,9,Bowls,30052,20.0
2021-02,11,Toys,30008,25.0
2021-02,7,Crate,30048,180.0
2021-02,2,Leashes,30083,120.0
2021-03,7,Crate,30034,60.0
2021-03,9,Bowls,30056,20.0
2021-03,14,Beds,30076,60.0
2021-03,15,Kennel,30033,80.0
2021-01,22,Toys,30070,50.0
2021-02,11,Toys,30010,150.0
2021-01,13,Leashes,30017,60.0
2021-01,12,Collar,30063,10.0
2021-01,17,Gates,30017,100.0
2021-01,13,Leashes,30050,20.0
2021-02,1,Collar,30099,90.0
2021-02,7,Crate,30043,180.0
2021-02,17,Gates,30008,200.0
2021-01,12,Collar,30053,20.0
2021-01,8,"Exercise Pen",30057,500.0
2021-01,8,"Exercise Pen",30035,700.0
2021-01,6,Gates,30050,200.0
2021-01,9,Bowls,30025,20.0
2021-01,18,Crate,30058,60.0
2021-01,8,"Exercise Pen",30019,700.0
2021-01,17,Gates,30003,100.0
2021-02,4,Kennel,30055,80.0
2021-02,5,Attire,30083,20.0
2021-02,6,Gates,30004,100.0
2021-01,14,Beds,30063,30.0
2021-01,7,Crate,30028,120.0
2021-02,18,Crate,30040,120.0
2021-01,5,Attire,30091,30.0
2021-01,15,Kennel,30054,40.0
2021-01,6,Gates,30085,50.0
2021-01,7,Crate,30071,300.0
2021-01,13,Leashes,30096,20.0
2021-02,11,Toys,30018,25.0
2021-02,16,Attire,30030,20.0
2021-01,21,"Grooming Supplies",30068,25.0
2021-01,16,Attire,30054,20.0
2021-01,11,Toys,30078,175.0
2021-01,9,Bowls,30020,60.0
2021-01,8,"Exercise Pen",30009,600.0
2021-01,6,Gates,30027,200.0
2021-01,20,Bowls,30068,30.0
2021-01,5,Attire,30002,50.0
2021-01,14,Beds,30059,120.0
2021-02,19,"Exercise Pen",30034,400.0
2021-02,18,Crate,30077,120.0
2021-02,3,Beds,30023,30.0
2021-02,19,"Exercise Pen",30015,200.0
2021-02,9,Bowls,30042,20.0
2021-02,22,Toys,30048,25.0
2021-02,5,Attire,30085,70.0
2021-02,17,Gates,30010,100.0
2021-02,11,Toys,30035,50.0
2021-02,11,Toys,30011,50.0
2021-03,10,"Grooming Supplies",30093,50.0
2021-03,5,Attire,30090,10.0
2021-03,11,Toys,30093,25.0
2021-03,9,Bowls,30010,20.0
2021-03,3,Beds,30098,60.0
2021-03,3,Beds,30034,120.0
2021-03,4,Kennel,30043,120.0
2021-03,9,Bowls,30091,20.0
2021-03,7,Crate,30007,360.0
2021-03,5,Attire,30029,20.0
2021-03,1,Collar,30004,10.0
2021-03,10,"Grooming Supplies",30070,75.0
2021-04,2,Leashes,30033,40.0
2021-04,5,Attire,30071,20.0
2021-04,1,Collar,30052,30.0
2021-04,20,Bowls,30036,10.0
2021-04,6,Gates,30064,100.0
2021-04,9,Bowls,30071,20.0
2021-04,9,Bowls,30077,10.0
2021-04,8,"Exercise Pen",30020,200.0
2021-04,17,Gates,30012,50.0
2021-04,11,Toys,30011,25.0
2021-04,18,Crate,30038,60.0
2021-04,6,Gates,30004,150.0
2021-04,7,Crate,30051,120.0
2021-04,5,Attire,30056,20.0
2021-05,10,"Grooming Supplies",30059,25.0
2021-05,4,Kennel,30068,40.0
2021-05,11,Toys,30062,50.0
2021-05,15,Kennel,30084,40.0
2021-05,21,"Grooming Supplies",30080,50.0
2021-05,4,Kennel,30082,120.0
2021-05,14,Beds,30024,60.0
2021-05,3,Beds,30064,30.0
2021-05,7,Crate,30093,180.0
2021-05,3,Beds,30090,30.0
2021-05,7,Crate,30063,60.0
2021-06,15,Kennel,30013,80.0
2021-06,6,Gates,30010,100.0
2021-06,2,Leashes,30009,40.0
2021-06,10,"Grooming Supplies",30095,25.0
2021-06,11,Toys,30076,75.0
2021-06,8,"Exercise Pen",30085,200.0
2021-06,13,Leashes,30014,20.0
2021-06,4,Kennel,30019,40.0
2021-07,5,Attire,30068,30.0
2021-07,6,Gates,30047,100.0
2021-07,1,Collar,30063,20.0
2021-07,11,Toys,30086,50.0
2021-07,6,Gates,30079,100.0
2021-07,10,"Grooming Supplies",30086,50.0
2021-07,3,Beds,30044,180.0
2021-07,9,Bowls,30069,20.0
2021-07,6,Gates,30095,50.0
2021-07,9,Bowls,30050,20.0
2021-07,10,"Grooming Supplies",30046,50.0
2021-07,3,Beds,30002,60.0
2021-08,4,Kennel,30033,40.0
2021-08,2,Leashes,30068,40.0
2021-08,8,"Exercise Pen",30050,100.0
2021-08,6,Gates,30087,50.0
2021-08,17,Gates,30080,100.0
2021-08,11,Toys,30028,50.0
2021-08,14,Beds,30067,60.0
2021-08,14,Beds,30087,30.0
2021-08,6,Gates,30040,100.0
2021-09,10,"Grooming Supplies",30001,25.0
2021-09,10,"Grooming Supplies",30033,125.0
2021-09,7,Crate,30088,60.0
2021-09,2,Leashes,30004,20.0
2021-09,10,"Grooming Supplies",30072,25.0
2021-09,11,Toys,30025,25.0
2021-09,7,Crate,30070,120.0
2021-10,4,Kennel,30082,40.0
2021-10,20,Bowls,30032,20.0
2021-10,2,Leashes,30044,40.0
2021-10,2,Leashes,30069,20.0
2021-10,8,"Exercise Pen",30006,100.0
2021-10,5,Attire,30098,10.0
2021-10,12,Collar,30093,10.0
2021-11,2,Leashes,30086,60.0
2021-11,8,"Exercise Pen",30073,100.0
2021-11,9,Bowls,30079,10.0
2021-11,9,Bowls,30021,20.0
2021-11,13,Leashes,30031,20.0
2021-11,3,Beds,30075,30.0
2021-11,21,"Grooming Supplies",30043,50.0
2021-11,17,Gates,30026,50.0
2021-11,19,"Exercise Pen",30019,100.0
2021-11,9,Bowls,30081,10.0
2021-11,22,Toys,30064,25.0
2021-12,11,Toys,30048,25.0
2021-12,3,Beds,30037,30.0
2021-12,8,"Exercise Pen",30016,200.0
2021-12,5,Attire,30093,10.0
2021-12,17,Gates,30071,100.0
2021-12,8,"Exercise Pen",30064,100.0
2021-12,18,Crate,30004,120.0
2021-12,19,"Exercise Pen",30034,200.0
2021-12,1,Collar,30022,10.0
2021-12,18,Crate,30054,120.0
2021-12,2,Leashes,30081,40.0
2021-12,7,Crate,30029,60.0
2021-12,10,"Grooming Supplies",30031,25.0
2021-01,5,Attire,30026,70.0
2021-01,8,"Exercise Pen",30006,300.0
2021-01,6,Gates,30051,250.0
2021-01,3,Beds,30058,180.0
2021-01,9,Bowls,30004,50.0
2021-01,12,Collar,30010,10.0
2021-01,5,Attire,30021,50.0
2021-01,19,"Exercise Pen",30066,300.0
2021-01,10,"Grooming Supplies",30095,200.0
2021-02,6,Gates,30098,500.0
2021-02,7,Crate,30012,300.0
2021-03,12,Collar,30051,10.0
2021-03,7,Crate,30040,180.0
2021-01,21,"Grooming Supplies",30032,25.0
2021-02,11,Toys,30017,175.0
2021-02,6,Gates,30068,100.0
2021-03,13,Leashes,30033,20.0
2021-03,3,Beds,30023,60.0
2021-01,10,"Grooming Supplies",30059,50.0
2021-01,6,Gates,30034,150.0
2021-01,8,"Exercise Pen",30069,300.0
2021-01,3,Beds,30085,120.0
2021-02,8,"Exercise Pen",30093,500.0
2021-02,7,Crate,30044,120.0
2021-02,5,Attire,30027,40.0
2021-02,6,Gates,30007,150.0
2021-03,4,Kennel,30026,40.0
2021-01,8,"Exercise Pen",30042,300.0
2021-01,22,Toys,30074,25.0
2021-02,12,Collar,30007,20.0
2021-02,16,Attire,30031,30.0
2021-02,19,"Exercise Pen",30027,200.0
2021-02,4,Kennel,30082,240.0
2021-01,9,Bowls,30098,20.0
2021-01,20,Bowls,30004,20.0
2021-01,5,Attire,30099,40.0
2021-02,8,"Exercise Pen",30076,400.0
2021-01,19,"Exercise Pen",30031,100.0
2021-02,7,Crate,30040,120.0
2021-02,12,Collar,30078,20.0
2021-02,16,Attire,30077,10.0
2021-02,13,Leashes,30014,60.0
2021-01,4,Kennel,30047,80.0
2021-01,5,Attire,30048,30.0
2021-01,22,Toys,30085,25.0
2021-01,2,Leashes,30024,200.0
2021-02,6,Gates,30086,100.0
2021-02,8,"Exercise Pen",30062,100.0
2021-02,14,Beds,30047,60.0
2021-02,10,"Grooming Supplies",30092,50.0
2021-02,10,"Grooming Supplies",30040,50.0
2021-02,20,Bowls,30022,20.0
2021-01,17,Gates,30088,100.0
2021-01,1,Collar,30012,20.0
2021-02,13,Leashes,30078,20.0
2021-01,1,Collar,30090,20.0
2021-02,1,Collar,30026,10.0
2021-01,13,Leashes,30023,20.0
2021-02,20,Bowls,30017,10.0
2021-01,16,Attire,30056,20.0
2021-01,17,Gates,30072,50.0
2021-01,7,Crate,30010,120.0
2021-01,13,Leashes,30049,20.0
2021-01,21,"Grooming Supplies",30057,75.0
2021-01,7,Crate,30056,420.0
2021-01,7,Crate,30031,600.0
2021-01,2,Leashes,30061,120.0
2021-01,11,Toys,30063,25.0
2021-01,14,Beds,30091,60.0
2021-01,4,Kennel,30084,120.0
2021-01,20,Bowls,30098,30.0
2021-01,6,Gates,30094,250.0
2021-01,4,Kennel,30090,200.0
2021-01,3,Beds,30021,180.0
2021-02,2,Leashes,30066,120.0
2021-02,3,Beds,30087,210.0
2021-02,21,"Grooming Supplies",30073,150.0
2021-02,9,Bowls,30047,30.0
2021-02,5,Attire,30087,10.0
2021-02,2,Leashes,30007,140.0
2021-02,1,Collar,30025,30.0
2021-02,12,Collar,30050,20.0
2021-02,6,Gates,30008,100.0
2021-02,4,Kennel,30044,120.0
2021-02,5,Attire,30019,80.0
2021-02,17,Gates,30002,50.0
2021-03,21,"Grooming Supplies",30088,25.0
2021-03,14,Beds,30035,60.0
2021-03,1,Collar,30095,10.0
2021-03,1,Collar,30085,10.0
2021-03,5,Attire,30094,30.0
2021-03,3,Beds,30097,60.0
2021-04,8,"Exercise Pen",30010,400.0
2021-04,8,"Exercise Pen",30086,200.0
2021-04,11,Toys,30052,50.0
2021-04,1,Collar,30089,10.0
2021-04,3,Beds,30064,30.0
2021-04,4,Kennel,30079,80.0
2021-04,3,Beds,30098,60.0
2021-04,11,Toys,30042,50.0
2021-04,3,Beds,30058,60.0
2021-05,15,Kennel,30046,40.0
2021-05,5,Attire,30083,30.0
2021-05,13,Leashes,30069,40.0
2021-05,3,Beds,30076,60.0
2021-05,21,"Grooming Supplies",30031,50.0
2021-05,13,Leashes,30070,40.0
2021-05,6,Gates,30087,100.0
2021-05,5,Attire,30094,20.0
2021-05,5,Attire,30021,10.0
2021-05,8,"Exercise Pen",30058,400.0
2021-05,2,Leashes,30014,20.0
2021-05,4,Kennel,30002,80.0
2021-05,21,"Grooming Supplies",30020,25.0
2021-05,4,Kennel,30094,40.0
2021-05,2,Leashes,30094,40.0
2021-05,4,Kennel,30046,80.0
2021-06,5,Attire,30040,20.0
2021-06,7,Crate,30029,120.0
2021-06,17,Gates,30084,100.0
2021-06,11,Toys,30011,75.0
2021-06,5,Attire,30017,20.0
2021-06,15,Kennel,30025,40.0
2021-06,9,Bowls,30064,20.0
2021-06,17,Gates,30012,50.0
2021-06,6,Gates,30070,50.0
2021-06,21,"Grooming Supplies",30011,50.0
2021-06,5,Attire,30089,20.0
2021-06,22,Toys,30056,25.0
2021-06,8,"Exercise Pen",30081,100.0
2021-06,8,"Exercise Pen",30004,200.0
2021-07,7,Crate,30079,60.0
2021-07,1,Collar,30060,30.0
2021-07,19,"Exercise Pen",30044,100.0
2021-07,6,Gates,30009,50.0
2021-07,8,"Exercise Pen",30045,200.0
2021-07,22,Toys,30086,50.0
2021-08,8,"Exercise Pen",30010,100.0
2021-08,11,Toys,30027,25.0
2021-08,9,Bowls,30016,10.0
2021-08,2,Leashes,30077,40.0
2021-08,6,Gates,30017,50.0
2021-08,5,Attire,30053,20.0
2021-08,10,"Grooming Supplies",30036,25.0
2021-08,1,Collar,30024,20.0
2021-09,8,"Exercise Pen",30092,200.0
2021-09,4,Kennel,30035,80.0
2021-09,19,"Exercise Pen",30082,200.0
2021-09,3,Beds,30037,120.0
2021-09,1,Collar,30049,10.0
2021-09,7,Crate,30080,240.0
2021-09,11,Toys,30076,100.0
2021-09,19,"Exercise Pen",30020,100.0
2021-09,2,Leashes,30030,20.0
2021-09,8,"Exercise Pen",30052,400.0
2021-09,11,Toys,30015,25.0
2021-09,7,Crate,30047,120.0
2021-09,10,"Grooming Supplies",30077,50.0
2021-09,1,Collar,30020,10.0
2021-10,11,Toys,30073,25.0
2021-10,11,Toys,30080,50.0
2021-10,6,Gates,30015,50.0
2021-10,18,Crate,30001,120.0
2021-10,9,Bowls,30067,20.0
2021-10,16,Attire,30064,10.0
2021-10,1,Collar,30034,10.0
2021-10,8,"Exercise Pen",30059,200.0
2021-10,3,Beds,30025,30.0
2021-10,4,Kennel,30061,80.0
2021-10,15,Kennel,30020,80.0
2021-10,12,Collar,30049,20.0
2021-11,9,Bowls,30072,10.0
2021-11,22,Toys,30014,25.0
2021-11,11,Toys,30006,50.0
2021-11,4,Kennel,30085,40.0
2021-11,10,"Grooming Supplies",30086,50.0
2021-11,5,Attire,30099,20.0
2021-11,10,"Grooming Supplies",30082,50.0
2021-11,5,Attire,30092,20.0
2021-11,3,Beds,30033,30.0
2021-11,5,Attire,30016,10.0
2021-11,3,Beds,30084,30.0
2021-11,10,"Grooming Supplies",30052,25.0
2021-11,9,Bowls,30068,10.0
2021-12,14,Beds,30020,30.0
2021-12,3,Beds,30068,30.0
2021-12,9,Bowls,30062,20.0
2021-12,7,Crate,30089,120.0
2021-12,17,Gates,30007,50.0
2021-12,8,"Exercise Pen",30044,100.0
2021-12,7,Crate,30053,60.0
2021-12,10,"Grooming Supplies",30040,25.0
2021-12,3,Beds,30013,60.0
2021-12,1,Collar,30037,20.0
2021-12,8,"Exercise Pen",30058,200.0
2021-01,1,Collar,30077,20.0
2021-01,9,Bowls,30059,10.0
2021-01,5,Attire,30015,60.0
2021-01,1,Collar,30060,20.0
2021-01,14,Beds,30052,60.0
2021-02,1,Collar,30020,60.0
2021-02,10,"Grooming Supplies",30087,125.0
2021-02,7,Crate,30020,360.0
2021-02,22,Toys,30086,25.0
2021-02,6,Gates,30035,300.0
2021-03,3,Beds,30020,30.0
2021-03,21,"Grooming Supplies",30072,50.0
2021-03,15,Kennel,30012,40.0
2021-03,13,Leashes,30091,80.0
2021-01,18,Crate,30030,300.0
2021-01,20,Bowls,30051,20.0
2021-01,11,Toys,30015,75.0
2021-02,8,"Exercise Pen",30057,500.0
2021-02,7,Crate,30077,300.0
2021-02,4,Kennel,30089,200.0
2021-02,18,Crate,30065,120.0
2021-02,21,"Grooming Supplies",30046,25.0
2021-03,9,Bowls,30004,40.0
2021-01,7,Crate,30001,300.0
2021-01,19,"Exercise Pen",30076,100.0
2021-02,2,Leashes,30086,40.0
2021-02,4,Kennel,30007,160.0
2021-02,19,"Exercise Pen",30087,200.0
2021-02,2,Leashes,30085,160.0
2021-02,10,"Grooming Supplies",30045,75.0
2021-02,5,Attire,30028,40.0
2021-02,1,Collar,30011,10.0
2021-03,11,Toys,30030,25.0
2021-03,5,Attire,30002,20.0
2021-03,20,Bowls,30066,10.0
2021-03,5,Attire,30023,20.0
2021-01,15,Kennel,30023,40.0
2021-01,22,Toys,30021,75.0
2021-02,12,Collar,30060,20.0
2021-02,7,Crate,30031,180.0
2021-01,2,Leashes,30032,40.0
2021-01,8,"Exercise Pen",30082,500.0
2021-01,2,Leashes,30087,80.0
2021-02,17,Gates,30096,100.0
2021-02,4,Kennel,30065,40.0
2021-01,15,Kennel,30031,160.0
2021-01,3,Beds,30095,90.0
2021-02,16,Attire,30049,10.0
2021-02,22,Toys,30002,50.0
2021-02,5,Attire,30016,30.0
2021-01,16,Attire,30097,40.0
2021-02,7,Crate,30047,60.0
2021-01,5,Attire,30005,20.0
2021-02,18,Crate,30006,120.0
2021-01,7,Crate,30060,240.0
2021-02,20,Bowls,30089,10.0
2021-01,7,Crate,30087,180.0
2021-01,18,Crate,30020,120.0
2021-02,3,Beds,30071,60.0
2021-02,9,Bowls,30028,20.0
2021-01,2,Leashes,30072,20.0
2021-01,4,Kennel,30043,80.0
2021-01,7,Crate,30099,60.0
2021-01,7,Crate,30089,120.0
2021-01,5,Attire,30031,80.0
2021-01,16,Attire,30018,10.0
2021-01,11,Toys,30006,125.0
2021-01,20,Bowls,30060,20.0
2021-02,4,Kennel,30058,160.0
2021-02,1,Collar,30096,50.0
2021-02,1,Collar,30058,40.0
2021-02,4,Kennel,30051,240.0
2021-02,6,Gates,30064,150.0
2021-02,5,Attire,30060,20.0
2021-02,4,Kennel,30054,240.0
2021-02,9,Bowls,30099,30.0
2021-02,9,Bowls,30009,50.0
2021-02,1,Collar,30031,90.0
2021-02,4,Kennel,30041,80.0
2021-02,18,Crate,30019,60.0
2021-02,7,Crate,30090,600.0
2021-02,10,"Grooming Supplies",30086,25.0
2021-03,5,Attire,30062,10.0
2021-03,4,Kennel,30027,160.0
2021-03,10,"Grooming Supplies",30038,75.0
2021-03,7,Crate,30026,300.0
2021-03,2,Leashes,30083,80.0
2021-03,2,Leashes,30027,120.0
2021-03,10,"Grooming Supplies",30037,100.0
2021-03,2,Leashes,30039,20.0
2021-03,15,Kennel,30067,160.0
2021-04,10,"Grooming Supplies",30007,25.0
2021-04,22,Toys,30018,25.0
2021-04,18,Crate,30077,120.0
2021-04,13,Leashes,30032,20.0
2021-04,9,Bowls,30075,20.0
2021-04,22,Toys,30093,50.0
2021-04,6,Gates,30074,50.0
2021-04,7,Crate,30082,120.0
2021-04,9,Bowls,30011,20.0
2021-04,6,Gates,30077,100.0
2021-04,13,Leashes,30069,40.0
2021-04,19,"Exercise Pen",30092,100.0
2021-04,6,Gates,30037,200.0
2021-04,1,Collar,30001,10.0
2021-04,6,Gates,30016,50.0
2021-05,11,Toys,30039,75.0
2021-05,6,Gates,30061,100.0
2021-05,21,"Grooming Supplies",30094,25.0
2021-05,6,Gates,30013,50.0
2021-05,12,Collar,30095,10.0
2021-05,19,"Exercise Pen",30081,100.0
2021-05,11,Toys,30004,50.0
2021-05,1,Collar,30092,20.0
2021-05,11,Toys,30027,25.0
2021-06,9,Bowls,30093,10.0
2021-06,11,Toys,30087,75.0
2021-06,1,Collar,30028,10.0
2021-06,10,"Grooming Supplies",30006,50.0
2021-06,22,Toys,30049,25.0
2021-06,5,Attire,30065,20.0
2021-07,18,Crate,30077,60.0
2021-07,6,Gates,30080,100.0
2021-07,2,Leashes,30044,20.0
2021-07,1,Collar,30054,20.0
2021-07,1,Collar,30096,10.0
2021-07,1,Collar,30097,10.0
2021-07,2,Leashes,30085,40.0
2021-07,4,Kennel,30065,40.0
2021-07,21,"Grooming Supplies",30056,25.0
2021-08,2,Leashes,30096,40.0
2021-08,4,Kennel,30060,160.0
2021-08,21,"Grooming Supplies",30076,50.0
2021-08,3,Beds,30027,150.0
2021-08,13,Leashes,30052,40.0
2021-08,5,Attire,30037,20.0
2021-08,4,Kennel,30098,80.0
2021-08,11,Toys,30040,25.0
2021-08,21,"Grooming Supplies",30044,50.0
2021-08,2,Leashes,30071,20.0
2021-08,4,Kennel,30010,80.0
2021-08,8,"Exercise Pen",30012,200.0
2021-09,1,Collar,30094,10.0
2021-09,7,Crate,30010,60.0
2021-09,2,Leashes,30075,40.0
2021-09,5,Attire,30059,20.0
2021-09,17,Gates,30004,50.0
2021-09,4,Kennel,30011,80.0
2021-09,5,Attire,30092,40.0
2021-09,3,Beds,30063,30.0
2021-09,5,Attire,30082,50.0
2021-09,20,Bowls,30036,20.0
2021-09,7,Crate,30028,60.0
2021-09,16,Attire,30099,20.0
2021-09,18,Crate,30074,60.0
2021-10,7,Crate,30024,240.0
2021-10,6,Gates,30080,150.0
2021-10,6,Gates,30069,200.0
2021-10,3,Beds,30021,60.0
2021-10,11,Toys,30069,50.0
2021-10,10,"Grooming Supplies",30033,50.0
2021-10,8,"Exercise Pen",30038,200.0
2021-10,4,Kennel,30028,40.0
2021-10,14,Beds,30021,60.0
2021-10,1,Collar,30067,10.0
2021-10,1,Collar,30021,20.0
2021-10,10,"Grooming Supplies",30089,50.0
2021-11,5,Attire,30051,10.0
2021-11,8,"Exercise Pen",30018,100.0
2021-11,14,Beds,30030,30.0
2021-11,2,Leashes,30029,40.0
2021-11,22,Toys,30023,100.0
2021-11,4,Kennel,30024,80.0
2021-11,7,Crate,30024,60.0
2021-11,13,Leashes,30093,40.0
2021-11,5,Attire,30022,20.0
2021-11,2,Leashes,30068,80.0
2021-11,2,Leashes,30090,40.0
2021-11,10,"Grooming Supplies",30029,50.0
2021-11,22,Toys,30078,50.0
2021-11,15,Kennel,30079,80.0
2021-11,13,Leashes,30011,40.0
2021-11,20,Bowls,30099,20.0
2021-11,4,Kennel,30060,80.0
2021-12,2,Leashes,30013,40.0
2021-12,4,Kennel,30004,80.0
2021-12,21,"Grooming Supplies",30067,50.0
2021-12,5,Attire,30062,40.0
2021-12,4,Kennel,30035,40.0
2021-12,4,Kennel,30099,120.0
2021-12,12,Collar,30011,20.0
2021-01,6,Gates,30036,300.0
2021-01,3,Beds,30067,60.0
2021-01,11,Toys,30088,175.0
2021-01,2,Leashes,30090,40.0
2021-02,10,"Grooming Supplies",30099,100.0
2021-02,7,Crate,30098,360.0
2021-02,9,Bowls,30029,50.0
2021-02,2,Leashes,30089,120.0
2021-03,8,"Exercise Pen",30007,400.0
2021-03,14,Beds,30019,60.0
2021-03,11,Toys,30060,100.0
2021-01,11,Toys,30065,175.0
2021-01,8,"Exercise Pen",30044,700.0
2021-01,5,Attire,30007,60.0
2021-01,5,Attire,30044,40.0
2021-01,19,"Exercise Pen",30037,200.0
2021-01,14,Beds,30066,90.0
